x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,class
-1.0628,1.2982,0.53059,-0.010092,-0.38772,-0.6971,0.015819,0.22462,0.27152,-0.83631,0
-0.96602,1.174,0.34051,0.033508,-0.42131,-0.61587,0.03775,0.50264,0.35544,-0.41905,0
-3.0541,1.8173,0.96789,-0.25138,-0.36246,-0.36942,-1.152,-0.23678,-0.20826,-1.1152,0
-1.2004,0.80892,-0.72765,-0.45108,-1.2099,-0.46897,0.78672,0.5204,-0.056063,-0.25898,0
-2.7733,-2.1665,-1.0911,0.41691,-0.30265,-1.4985,-0.59044,0.57533,0.43657,0.064277,0
-0.75146,0.67288,-0.12337,0.081983,-0.89618,-0.33936,0.21168,0.12817,0.021271,-0.20585,0
-0.69775,0.6166,-0.28848,-0.20671,-1.3903,-0.25849,0.68231,0.21783,0.43698,-0.22029,0
-6.8339,1.6965,-0.65797,-1.9705,0.46472,2.3281,0.63453,0.38001,-0.52985,-0.96553,0
-1.1798,1.0478,-0.29168,-0.26261,-0.21527,-0.69385,0.14777,0.32308,-0.021525,-0.86088,0
-4.1426,0.43962,-1.4249,-1.9577,-0.30328,-0.95193,0.67485,-0.7382,0.37702,-0.15686,0
-2.6459,2.9387,0.14833,0.24159,-2.4811,-0.47654,1.0693,1.1488,0.81976,0.23247,0
-2.7153,1.7036,-1.1272,-0.1624,-1.9428,-0.63163,0.39303,0.46467,-1.0541,-0.77637,0
-3.8028,1.5813,1.5753,-1.8568,1.225,-1.7868,0.38782,-0.18951,0.36934,-0.5881,0
-3.1767,1.0556,-1.3558,-0.61997,-0.37269,-0.5255,0.39184,0.6624,0.77657,-1.777,0
-0.9044,-0.22997,-0.41945,0.0039267,-1.0994,-0.23892,-0.14586,0.35297,0.20001,-0.67334,0
-4.1768,0.50515,0.29885,-1.707,1.7877,-1.0164,0.53048,-0.61515,1.2815,-0.91127,0
-3.1672,2.479,-1.2103,-0.48726,0.30974,-0.54054,0.21732,1.258,-0.15867,-1.0056,0
-1.455,2.0735,0.69749,0.58666,0.27141,-1.0207,-0.61332,0.77591,0.20378,0.12197,0
-0.90706,1.0157,0.32953,-0.11648,-0.47386,-0.206,-0.0084397,0.25323,0.28092,-0.89362,1
-4.7405,2.8984,0.77075,0.385,-2.1556,-0.02386,-0.88611,-0.96716,0.29868,-1.1179,0
-1.8583,-0.26541,-0.84466,0.62843,1.1563,-1.907,0.076401,0.5998,0.51798,0.43101,0
-1.653,2.1088,-0.089921,-0.035938,-0.33908,-1.2843,0.36916,1.312,0.12026,-0.31024,0
-3.5277,-3.847,-1.2841,-0.36886,0.48277,-1.8335,0.55966,0.72271,0.59919,0.020004,0
-0.51263,-0.0083062,-0.51879,-0.058597,0.024813,-0.64892,-0.036442,-0.23226,-0.32865,0.0031431,0
-3.5171,-1.4812,-0.55784,0.50448,1.1256,-1.4368,-1.3281,-0.37599,1.2741,-0.39064,0
-5.6434,-0.086684,2.0635,-0.76419,-1.0093,0.35974,-0.29058,-1.7203,0.33866,0.40203,0
-1.7967,0.47298,-0.8779,-0.33057,-1.0384,-0.78457,0.015544,0.45003,-0.34854,-0.94747,0
-4.0162,0.15493,-0.56656,-0.59818,-0.64588,-1.8155,-1.7028,0.050612,-1.0828,-0.73364,0
-4.0417,1.7198,-2.1823,-0.65471,0.054063,-0.39213,0.1734,0.82323,0.86133,-1.8091,0
-3.5708,-0.66122,-0.42166,-0.010206,-1.2426,-0.055676,-0.83853,-0.059398,1.7831,-0.50236,0
-4.0763,-1.1968,-2.1817,-0.5374,1.1322,-0.14364,-0.97974,0.79467,1.3191,-0.55203,0
-2.4449,0.63779,-0.39753,-1.3702,0.22776,-0.20811,-0.60835,0.5283,-0.61829,-0.84334,0
-0.76311,1.0965,0.42444,-0.024151,-0.25587,-0.47753,0.095075,0.38603,0.3616,-0.24009,1
-1.5402,1.8742,0.13652,-0.43612,0.17219,-0.84716,0.11703,0.43989,0.15964,-0.19905,0
-1.436,-0.33885,-0.50665,-0.36854,0.0090468,-1.1605,-0.35642,-0.37415,-0.39803,-0.22309,0
-3.0598,1.3976,-0.10626,-1.3929,-0.083091,-1.7918,0.22052,0.38045,-0.45505,-0.63492,0
-1.8624,1.1827,-0.88313,-0.16633,0.27075,-0.99712,-0.041632,-0.15443,-0.91268,-0.64754,0
-4.6893,-0.65248,0.047644,-1.3133,-0.52503,-0.6611,-0.4305,0.45147,0.60484,-1.0483,0
-6.8364,0.88323,-0.21544,0.4143,-1.5697,-1.3009,-1.8814,-0.45046,0.19724,-1.0067,0
-2.4014,1.4912,0.21587,0.24947,0.56174,-0.0825,-0.93223,-0.50255,1.3962,-0.88687,0
-6.193,-0.017277,-0.05475,-0.70294,-1.1601,-1.63,-1.8405,-0.22039,-0.31886,-0.6827,0
-6.8013,2.708,-1.7111,-1.0113,1.4546,-0.76389,0.40331,1.2683,1.2325,-0.79823,0
-3.9943,1.8374,0.64728,-0.47297,-1.1987,-0.32621,-2.2514,-0.1976,-0.047172,-0.97249,0
-3.6637,-4.0815,-2.3039,-0.096687,-1.9188,-2.1944,0.42772,1.2238,-0.6245,0.15608,0
-0.79736,0.95434,0.31897,0.0071564,-0.32009,-0.48432,-0.026909,0.48411,0.32363,-0.40261,0
-2.8164,-0.38002,-0.93477,-1.0616,0.27301,-2.0531,0.4242,-0.27111,-0.12217,-0.29142,0
-2.7948,1.9378,0.74686,-1.4399,0.9533,0.21771,0.83618,0.020893,-0.39849,-0.21774,0
-1.9799,2.1535,0.14826,-0.47144,0.87281,-1.0945,-0.16165,1.1876,-0.56421,0.18214,0
-4.7117,3.7103,0.52248,1.1444,0.4315,0.60416,-0.13369,0.29441,-1.8532,0.62401,0
-1.4445,1.1266,0.082304,-0.3858,-1.2641,-0.33733,0.093415,0.35031,0.070942,-0.94371,0
-3.2265,0.37404,-1.7483,-0.6163,-0.11062,-1.2808,-1.735,0.588,-0.42679,-0.83165,0
-3.9969,1.5457,-0.99816,-0.84246,0.0080128,-1.0333,-1.3926,0.22153,0.20225,-1.4869,0
-4.1931,-1.0827,-1.3105,-0.19182,-0.091104,-1.6495,-1.9852,0.5554,0.66182,-0.72815,0
-4.2704,-0.49449,-1.9171,-0.36241,0.31003,-2.177,-1.3177,-0.13283,0.30897,-0.96802,0
-3.4133,0.46765,-1.5927,-0.48876,0.11183,-1.6968,-1.178,0.033425,0.015777,-0.99572,0
-4.8038,2.2368,-2.2711,-1.4646,-1.1075,0.04354,-0.24743,1.6417,-0.93802,-1.5992,1
-6.5405,2.0644,-2.3029,0.557,-0.89379,-0.89155,0.55691,0.75959,0.031934,-1.9986,0
-2.5194,-2.1139,-1.1333,0.19861,-0.27655,-1.529,0.94056,-0.13675,1.3047,-0.44301,0
-2.5704,0.69325,-1.0447,-0.61032,-0.46899,-0.78646,-0.098005,0.71367,0.44171,-1.2885,0
-4.9078,1.2313,0.074869,-0.39389,-0.53754,1.4895,-1.416,0.19974,1.9413,1.1444,0
-2.327,2.0432,0.17718,-0.26052,-1.8994,-0.19152,0.1664,0.30029,0.37888,-1.46,0
-2.9702,-0.37586,1.6906,-0.85274,-0.1073,-0.84643,0.044025,-0.38667,0.84244,-0.65652,0
-4.0952,2.6021,-1.8061,-1.302,-1.3865,0.27778,1.0333,0.84599,0.60397,-1.2184,0
-1.829,1.3475,-0.11483,-0.62455,0.0026416,-0.39964,-0.21858,0.048512,-0.37003,-0.77961,0
-3.8556,1.0538,-0.10614,0.12845,-0.34037,-1.0228,-2.1561,0.34511,-0.97962,-0.85968,0
-1.2463,0.37103,-0.17127,-0.44935,0.37924,-1.1129,-0.45485,0.2124,-0.067499,0.0066712,0
-2.8996,1.4805,-0.11174,-0.15986,-1.6068,-1.1045,0.82081,0.80614,2.2855,-0.82793,0
-0.010748,0.023274,0.005161,0.0065344,0.0086208,-0.030765,-0.0039773,0.055769,0.017218,0.020392,0
-3.9899,-0.79709,0.89962,-1.1839,0.54954,-1.656,-0.16959,-0.96266,0.62904,-0.38064,0
-0.16284,0.092162,-0.23811,-0.062772,0.1085,-0.28459,-0.004744,0.069252,-0.18873,-0.0066429,0
-1.965,1.4229,-0.16279,-0.01984,0.73276,-1.6909,-0.65498,0.15705,0.06968,-0.25017,0
-0.55556,0.12705,-0.33093,-0.12692,0.3761,-0.80114,0.10383,0.080321,-0.22365,0.076239,0
-2.1231,-1.2194,-1.1504,-0.32355,-0.23255,-1.6854,-0.80437,0.16407,-0.96627,-0.05154,0
-3.2864,0.26034,1.2345,-1.6609,-1.0382,-0.72191,-0.90473,0.30528,1.3061,-1.1147,0
-1.9207,-0.09298,0.16065,-0.08928,0.28194,-1.4466,-0.90312,-1.4637,0.7473,-0.63408,0
-3.5921,-0.045393,-2.1242,-0.59747,0.025908,-1.4921,-1.7767,0.52488,-0.44705,-0.87989,0
-1.4073,1.6838,0.1349,-0.082144,-1.5835,-0.7285,0.81568,0.85098,0.63044,-0.051648,0
-2.1513,2.2598,0.47792,0.57666,-1.0466,-0.14705,-0.45097,-0.025051,0.21085,-0.93693,0
-0.52868,0.088755,-0.40873,-0.067066,0.028686,-0.66013,0.0080329,0.21306,-0.13802,-0.17132,0
-0.8722,0.88742,0.25782,0.30928,-0.025702,-0.57256,-0.5666,-0.080607,-0.13091,-0.79357,0
-3.2517,2.8248,-0.1219,0.58607,0.030343,-0.98928,-0.43988,0.94577,-1.1558,-0.18069,1
-0.73018,-1.0795,0.29855,-0.15888,0.34655,-0.30825,0.37236,0.071874,0.99355,0.13991,0
-1.5621,1.7011,0.05269,-0.33735,0.71767,-0.89715,-0.11854,0.73956,-0.17949,-0.3607,0
-3.5496,0.96315,0.66688,-0.61023,-1.6614,-0.87829,-0.060333,0.636,0.8287,-1.9555,0
-0.95521,0.86232,-0.16495,-0.31366,-1.2115,-0.37079,0.59148,0.22775,0.49046,-0.10972,0
-3.7532,1.4499,1.6339,-2.0107,1.2477,-1.5562,0.3724,-0.26083,0.37751,0.33605,0
-3.6388,-3.2903,-2.1076,0.73341,0.75986,-2.3025,0.35128,0.44562,0.61123,-0.1366,0
-2.3813,0.85939,-0.35084,-1.4185,0.25384,-1.0187,-0.0072099,-0.042848,-0.5339,-0.68695,0
-3.7591,2.3716,0.21908,-1.6794,0.13865,-0.76502,-0.035102,-0.12258,-0.087113,-0.79385,0
-2.026,0.032223,-0.60621,-0.43516,-0.0086022,-0.87016,-0.60098,0.64974,0.97819,-0.41268,0
-3.7315,1.5731,-1.6746,0.51427,-1.1937,-1.0085,0.55257,0.82912,0.25336,-1.8347,0
-3.7289,-3.5562,-2.1483,0.53475,0.52322,-2.2264,0.058505,0.67648,0.35362,-0.089562,0
-1.7572,1.7946,-0.013892,-0.28996,-1.9576,-0.93321,0.76247,1.1208,0.48687,-0.11773,0
-3.0511,1.049,-0.46054,-0.27401,-0.27412,-1.8419,-0.68265,-0.18065,-0.94006,-1.3033,0
-4.9544,3.7701,-0.56255,-1.3032,1.8393,0.33152,1.8371,0.60714,0.12103,0.083879,0
-1.4353,1.3117,0.0084911,-0.44973,-0.031981,-0.46081,0.023213,0.43673,-0.29798,-0.31007,0
-1.6979,1.6213,-0.22994,-0.54883,-0.95447,-0.79453,0.51424,0.76411,-0.15795,-0.42066,0
-2.0824,1.3683,-0.75045,-0.078849,-0.29612,-0.76468,0.18641,0.42003,-1.0415,-0.64916,0
-1.2341,1.7181,0.75355,-0.011738,0.26506,-0.74277,-0.23275,0.84035,0.41798,0.0022538,0
-4.9048,2.5069,1.172,1.3391,-1.6289,-0.14332,-1.1766,0.59315,-0.052731,-0.75143,0
-2.5424,2.074,-0.2713,-0.85227,-0.06735,-0.45265,0.075316,0.71872,-0.54612,-0.85625,0
-3.8322,0.08535,-0.75754,-2.0361,0.55563,-1.1817,-0.19001,-0.28614,-0.14083,-0.93746,0
-1.0424,1.2126,0.48895,-0.10147,-0.41737,-0.56795,0.069771,0.32376,0.12735,-0.61348,0
-4.0274,-0.21843,-0.82858,0.097127,-3.8592,-0.86144,-1.1215,0.59545,0.43805,-0.26233,0
-2.2797,1.6114,0.22652,-0.99258,-1.4459,-0.16421,-0.38601,0.20056,0.076351,-1.322,0
-3.3967,1.2762,0.040113,0.45709,1.4287,-2.3465,-0.63916,0.11134,1.3088,-0.29136,0
-3.3231,0.25247,-1.6682,-1.3598,0.78996,-1.7767,-0.55874,-0.601,-0.39325,-0.77156,0
-4.1886,0.46459,-0.34162,-2.376,0.17488,-0.37199,-1.0703,0.19578,0.10399,-0.46612,0
-4.3877,3.4752,0.15808,-0.075394,-4.5511,1.3578,1.6844,-0.24297,0.71541,-0.14825,0
-3.0769,2.5297,-0.14147,-1.0611,-0.24629,0.10101,0.47056,-0.015115,-0.31325,-0.21546,0
-3.3029,-2.9132,-2.0035,0.41372,0.69688,-2.0249,-0.055264,0.38847,0.39738,-0.097238,0
-3.946,2.5301,-0.77736,-1.2807,-3.406,0.65328,2.3626,0.13784,-0.34671,0.51404,0
-0.43846,0.05705,-0.44981,-0.14174,0.33858,-0.24109,-0.014399,0.12851,0.049484,-0.22061,0
-2.2093,0.51647,-0.14913,0.47509,0.47858,-0.58826,-0.92709,-0.39754,1.3212,-0.68357,0
-5.324,2.578,1.5247,0.070873,0.79639,-2.29,0.34979,-0.12643,-0.086194,-1.0335,0
-2.2919,-1.3075,-0.19465,1.1368,0.88231,-1.7832,0.55027,-0.10352,-0.43269,-0.17998,0
-1.9929,0.19279,0.42965,-0.16678,-1.4146,-0.9858,0.7695,-0.1746,0.84399,-0.10114,0
-5.6029,-3.5392,0.96253,0.033471,-1.4216,-2.3702,1.8428,0.2453,1.609,0.094176,0
-3.5763,2.121,-0.55481,-0.99609,-1.817,-0.81831,1.3983,0.13231,0.62834,-0.30766,0
-1.582,0.77886,0.35239,0.074944,0.12944,-0.93451,-0.78437,-0.24414,0.49719,-0.46912,0
-1.6191,1.9605,0.60232,-0.17989,0.53399,-0.0024461,-0.25552,0.58019,1.0036,-0.33053,0
-3.084,-0.012069,1.8347,-0.71579,-0.1394,-1.811,0.15107,0.16454,1.5307,0.0066305,0
-1.1277,0.13915,-0.045268,-0.23852,0.45239,-0.33983,-0.25241,-0.084446,1.1353,-0.46433,0
-2.3702,-0.25205,0.71067,-0.53916,-0.59107,-0.98774,-0.72128,0.11617,1.3561,-0.71345,1
-3.5316,-0.062221,-1.0714,-0.99358,-0.1531,-2.0675,0.17278,0.16628,-0.41071,-1.0779,0
-2.7682,-0.0020953,0.17189,-1.4944,-0.22522,-1.0998,-0.42647,0.27345,-0.38409,-0.65526,0
-4.8,0.058638,-2.3553,-2.0982,1.8141,-1.5971,0.93816,-0.48783,0.061467,-0.71799,0
-1.8907,0.58275,-0.40831,-0.3191,-1.5309,-0.62537,0.68358,0.10537,1.5071,-0.95099,0
-2.1144,-0.2951,0.83983,-0.82512,0.61536,-0.88122,0.020289,-0.054394,1.7487,0.25906,0
-2.3317,1.0155,1.8926,-1.092,0.51535,-0.32747,-0.015714,-0.20873,0.77472,0.64871,0
-2.161,1.1048,-0.27776,-0.21755,-0.42901,-0.863,-1.2123,0.59797,-0.96076,-0.46921,1
-3.2581,-0.34341,-1.8535,-1.9205,2.4702,-1.4632,0.61045,-0.7565,0.42011,-0.54267,0
-4.7745,0.23598,0.13574,0.079853,-1.3396,-1.6152,1.3684,0.12601,1.3454,-0.6736,0
-3.4576,0.80753,1.4305,-2.0445,-0.72258,0.064324,-1.1866,0.28157,0.092089,-0.75192,0
-2.3054,0.19941,-0.3922,-0.72894,-1.3658,-0.9821,0.32354,0.38855,-0.17913,0.18873,0
-5.9272,3.0522,-1.0782,-0.32809,-0.42423,-0.0416,-1.3305,2.1144,0.6604,-0.82684,0
-0.83472,1.0509,0.4411,-0.045805,-0.32645,-0.47196,0.070353,0.16549,0.28694,-0.75629,0
-2.2731,0.96328,0.082839,-0.2466,-0.23505,-0.48302,-0.26646,0.10394,1.8297,-1.6312,0
-1.9398,1.049,-0.13154,-0.77075,0.87201,-1.0462,-0.14871,-0.32561,-0.020842,-0.86871,0
-0.71501,0.47769,-0.27862,-0.2764,-0.11274,-0.095032,0.18784,0.3735,-0.17723,-0.053144,0
-5.7363,-1.2028,-0.071586,1.6394,3.2257,-3.2082,1.1218,0.43445,1.2567,0.090039,0
-3.3391,-0.96199,0.27877,-1.5575,-1.1992,-0.85752,0.25687,-0.46296,0.50481,0.81835,0
-2.8922,-0.69543,0.62164,-1.4365,0.12064,-1.0997,0.25571,-1.0791,0.14575,0.26584,0
-1.5686,-1.1929,-0.28587,-0.60046,-0.34774,-0.90257,-0.49335,0.29807,-0.40786,0.18573,0
-5.33,1.5076,-0.48198,1.6001,-1.9748,-0.18756,-0.98279,1.1106,-0.89373,-0.06113,0
-1.8218,1.3343,-0.12128,-0.63022,0.020436,-0.39881,-0.19788,0.061035,-0.3761,-0.77639,1
-2.0047,1.0538,0.5858,-0.50517,-0.32229,-0.40133,-0.53402,-0.26496,0.49091,-0.75163,1
-2.6335,2.3097,-0.74986,0.14511,0.39799,-1.5794,-0.051948,1.0247,-1.274,-0.29594,0
-0.98846,0.66962,-0.20736,-0.2895,0.002313,-0.51113,-0.19211,0.45983,-0.43646,-0.3867,0
-0.12843,0.066968,0.02678,-0.040851,0.0075902,-0.067027,-0.054268,0.0038615,0.05642,-0.05929,0
-0.93282,0.61731,-0.76997,-0.14644,0.85723,-0.030665,0.0021082,0.55581,0.40086,-0.4801,0
-3.0818,-1.061,0.76102,-1.4871,0.11292,-1.4016,-0.12739,-0.28112,0.70783,-0.41862,0
-2.6229,-1.277,0.50246,-0.10554,1.2656,-1.9453,1.3597,0.9662,-0.24656,0.3776,0
-2.2523,1.3607,0.60034,0.45412,-0.19573,-0.36184,-0.70124,0.17017,0.26297,-0.086963,0
-1.6096,1.2397,0.54192,-0.48339,-0.037464,-0.099937,-0.82418,0.4406,0.35668,-0.76371,0
-3.8707,-0.75838,-0.8195,-1.4568,0.71753,-1.799,0.33636,-0.83355,0.75021,-0.58382,0
-3.6495,0.58653,1.7877,-1.3415,-0.52157,0.66487,0.00095124,-1.2571,0.15176,0.44006,0
-7.5571,-0.70156,3.3622,-1.0604,-1.2885,2.0813,-1.2038,-1.3945,-0.15502,0.066425,0
-3.1301,0.74929,1.2728,-0.73401,0.063161,-1.167,0.25893,0.12936,1.9052,-0.77973,0
-0.094723,0.019344,-0.10883,-0.03381,0.040741,-0.14168,0.03133,0.020251,-0.16326,-0.018645,0
-0.90793,1.0282,0.3376,-0.19222,-0.46793,-0.25065,0.05553,0.21249,0.34438,-0.80787,0
-3.1559,1.2452,-0.44036,0.53574,1.1371,-1.6253,-0.3887,0.49305,0.90248,-0.44001,0
-4.5702,-1.8325,2.4156,0.54182,-0.4472,-0.45276,0.67892,-2.0177,0.35356,0.75031,0
-2.1683,-0.97881,-1.4768,-0.46497,-0.3926,-1.3838,-0.89554,0.13355,-1.4391,-0.031214,0
-4.9851,0.89894,1.1202,-2.0607,0.35909,0.50451,0.39455,-1.2704,-0.53573,0.58473,0
-2.0353,1.0721,-1.1035,-0.2145,-0.095435,-1.1043,0.35247,0.85322,0.26279,-0.39244,0
-2.5642,2.0963,-0.17717,0.53709,-2.1491,0.0093185,0.13466,-0.44005,0.0095166,-0.17933,0
-2.5774,2.3707,0.43186,0.04918,-1.6267,-0.49625,-0.25812,0.28495,-0.12351,-1.6743,0
-2.3546,1.3944,0.38888,-1.2806,0.18729,-0.48457,0.46242,0.066012,-1.0846,-1.3317,0
-2.0958,1.9128,0.44909,0.0060111,-0.77659,-1.1158,0.023712,1.0062,0.93965,-0.46083,0
-3.998,1.4339,-0.02565,0.42177,-2.8724,-0.64406,-0.10191,-0.22713,0.21181,-1.116,0
-4.666,-0.2534,-1.3756,0.11933,1.878,-2.6432,1.1152,1.3326,1.4379,-0.17325,0
-1.4111,2.0049,1.1722,-0.21774,0.39377,-0.40352,-0.25506,0.92064,0.25562,0.30334,0
