PassengerId,Survived
1242.000000,1
1243.000000,0
1244.000000,0
1245.000000,0
1246.000000,0
1247.000000,0
1248.000000,1
1249.000000,0
1250.000000,0
1251.000000,0
1252.000000,0
1253.000000,1
1254.000000,1
1255.000000,0
1256.000000,1
1257.000000,0
1258.000000,0
1259.000000,0
1260.000000,1
1261.000000,0
1262.000000,0
1263.000000,1
1264.000000,0
1265.000000,0
1266.000000,1
1267.000000,1
1268.000000,0
1269.000000,0
1270.000000,0
1271.000000,0
1272.000000,0
1273.000000,0
1274.000000,0
1275.000000,0
1276.000000,0
1277.000000,1
1278.000000,0
1279.000000,0
1280.000000,0
1281.000000,0
1282.000000,0
1283.000000,1
1284.000000,0
1285.000000,0
1286.000000,0
1287.000000,1
1288.000000,0
1289.000000,1
1290.000000,0
1291.000000,0
1292.000000,1
1293.000000,0
1294.000000,1
1295.000000,0
1296.000000,0
1297.000000,0
1298.000000,0
1299.000000,0
1300.000000,1
1301.000000,0
1302.000000,1
1303.000000,1
1304.000000,0
1305.000000,0
1306.000000,1
1307.000000,0
1308.000000,0
1309.000000,1
